34,一個鐘頭_C,(ONE HOUR_C),一手握拳，掌心朝前，在身體前畫圈後將食指彈開伸直。
35,一般_A,(ORDINARY_A),雙手掌心朝下，食指伸直重複相碰。
36,一般_B,(ORDINARY_B),中指伸直，在身前左右搖動。
37,一般_C,(ORDINARY_C),手在臉前左右搖動。
38,一起,(TOGETHER),雙手攤開，手指微彎，兩手相對，往內相合。
39,一週,(ONE WEEK),一手拇指、食指和中指伸直橫放，掌心向內；另一手食指伸直繞圈。
40,一塊,(TOGETHER),雙手攤開，手指微彎，兩手相對，往內相合。
41,一遍,(ONCE),一手食指指尖點另一手手心後向上拉起。
42,一樣,(SAME),雙手掌心向上，食指和姆指指尖重複捏起。
43,一模一樣_A,(IDENTICAL_A),雙手拇指食指指尖捏起成圈，雙手往中間移動相碰後手指彈開伸直。
44,一模一樣_B,(IDENTICAL_B),雙手拇指食指打開，兩手從肩膀處用力往下移動同時拇指食指捏起。
45,一模一樣_C,(IDENTICAL_C),雙手攤開，手指微彎，一手於另一手後方提起橫向移動放於身前。
46,一瞬間_A,(IN A FLASH_A),手掌心朝內，手掌彎曲，於眼前劃過。
47,一瞬間_B,(IN A FLASH_B),手張開在臉前迅速移動並變成食指伸直，其餘四指捏起。
48,一點,(FEW),五指略彎，姆指彈小指。
49,一點鐘,(ONE O'CLOCK),時間_A+一。
50,一竅不通,(KNOW NOTHING ABOUT),中指彎曲觸鼻。
51,一轉眼_A,(IN A FLASH_A),手掌心朝內，手掌彎曲，於眼前劃過。
52,一轉眼_B,(IN A FLASH_B),手張開在臉前迅速移動並變成食指伸直，其餘四指捏起。
53,丁,(TING(SURNAME)),一手食指伸直橫放，另一手食指在其下往下動後勾起，模仿「丁」的字形。
54,七,(SEVEN),姆指，食指和中指伸直，掌心向內放於身前。
55,七十,(SEVENTY),姆指、食指和中指捲曲，其餘握緊，放於身前。
56,九,(NINE),五指併攏放於身前。
57,九十,(NINETY),五指捲曲放於身前。
58,二,(TWO),食指和中指伸直放於身前。
59,二十,(TWENTY),食指、中指捲曲，其餘握緊，放於身前。
60,人_A,(PERSON_A),雙手食指伸直做”人”字形。
61,人_B,(PERSON_B),食指伸直在身前寫”人”字。
62,人工電子耳,(COCHLEAR IMPLANT),食指及中指伸直，在耳朵後方往下畫後，五指捲曲放於耳後。
63,入獄,(GET SENT TO PRISON),雙手握拳且手腕相靠，一起向前動。
64,入贅,(MARRY INTO AND LIVE WITH THE FAMILY OF HIS WIFE),一手小指伸直放於胸前，另一手拇指向內靠向小指。
65,八,(EIGHT),小指收起，其餘伸直，掌心向內放於身前。
66,八十,(EIGHTY),小指握緊，其餘捲曲，放於身前。
67,刀子,(KNIFE),雙手食指伸直斜向下，一手在另一手食指上重複往外擦。
68,十_N,(TEN_N),食指捲曲，其餘握緊。
69,十_S,(TEN_S),姆指，食指捲曲且指尖接觸放於身前。
70,十全十美,(PERFECT),雙手姆指和食指交叉成十字，一上一下擺在身前。
71,十萬_A,(ONE HUNDRED THOUSAND_A),食指捲曲，手腕重複向下轉動。
72,十萬_B,(ONE HUNDRED THOUSAND_B),十_N+萬。
73,又來了,(HERE WE GO AGAIN),姆指及食指伸直在鼻前將指尖重複捏起。
74,三,(THREE),食指、中指和無名指伸直，放於身前。
75,三十,(THIRTY),食指、中指和無名指捲曲，其餘握緊，放於身前。
76,三角形,(TRIANGLE),雙手食指和食指指尖相接，姆指和姆指指尖相接，合成三角形。
77,下,(DOWN),食指和姆指伸直往下移動。
78,下一個,(NEXT),食指伸直掌心朝下向旁翻轉成掌心朝上。
79,下午,(AFTERNOON),食指和中指伸直併攏，指尖朝下貼於額頭。
80,下台,(GO OFF STAGE),姆指伸直從另一手手背上往下移動。
81,下車,(GET OUT OF A CAR),姆指伸直從另一手手背上往下動。
82,下雨,(RAIN),雙手五指微彎，在身前重複向下動。
83,下個星期,(NEXT WEEK),手語”七”以食指碰太陽穴向下方移動。
84,下班,(GO OFF WORK),做+解散。
85,下課,(DISMISS THE CLASS),讀書+解散。
86,丈夫,(HUSBAND),結婚+男。
87,上,(UP),食指和姆指伸直往上移動。
88,上午,(MORNING),手握拳在頭旁邊向下一拉。
89,上台,(GO ON STAGE),姆指伸直，移動置於另一手手背上。
90,上車,(GET IN THE CAR),姆指伸直，移動置於另一手手背上。
91,上個星期,(LAST WEEK),手語”七”從身前往肩膀後方移動。
92,上班_A,(WORK_A),雙手握拳，重複上下對敲。
93,上班_B,(WORK_B),上+做。
94,上當,(DECEIVED),食指及小指伸直，其餘三指指尖捏住且碰鼻。
95,上銬,(PUT HANDCUFFS ON),一手食指微彎扣住另一握拳的手
96,上癮_A,(ADDICTED_A),五指捲曲在胸口處重複合起 。打法同「過癮_A」。
97,上癮_B,(ADDICTED_D),五指重複輕擦腰間。打法同「過癮_B」。
98,久,(LONG),雙手食指和姆指指尖捏起，在身體正前方向左右拉開。
99,也,(ALSO),雙手交叉，食指及拇指指尖捏起。
100,也許,(MAYBE),雙手掌心上下相對，四指捲曲，相扣後再重複打開。
101,乞丐_A,(BEGGAR_A),一手姆指與小指伸直在另一手手心上重複往內拉。
102,乞丐_B,(BEGGAR_B),一手五指指尖接觸成圈形，另一手重複拍圓圈處。
103,于,(YU (SURNAME)),一手比二橫放，掌心向內，另一手食指從其食指下畫‘J’形。
104,千_A,(THOUSAND_A),食指伸出寫”千”字。
105,千_B,(THOUSAND_B),小指伸直，其餘彎曲並指尖接觸放於身前。
106,口,(MOUTH),食指在口前繞圈。
107,口沫橫飛_A,(CHATTER BOX_A),五指伸直，由口處重複向前移動。
108,口沫橫飛_B,(CHATTER BOX_B),雙手五指伸直，由口處輪流重複向前移動。
109,口沫橫飛_C,(CHATTER BOX_C),一手五指伸直，重複指向另一伸直之姆指。
110,口哨,(WHISTLE),拇指及食指放嘴前吹氣。
111,口渴,(THIRSTY),手碰喉嚨往下移動 。
112,口罩,(MASK),用雙手姆指及食指在口前畫出口罩形狀。
113,土,(SOIL),姆指與其他四指摩擦。
114,士,(SCHOLAR),一手無名指和小指伸直，另一手食指伸直觸在其二指中，成”士”字形。
115,士林,(SHIHLIN (PLACE NAME)),五指併攏以小指輕碰脖子。
116,夕陽,(SUNSET),一手掌心朝下橫放於胸前，另一手姆指及食指捲曲從上往下動。
117,大,(BIG),雙手姆指食指伸直，在身體正前方向左右拉開。
118,大一,(FRESHMAN),大學+一年級。
119,大女人主義,(FEMALE  CHAUVINISM),一手小指伸直指尖向下，在另一伸直指尖向上姆指之上方。
120,大方,(GENEROUS),雙手五指伸直併攏手心相對，在心臟處往左右拉開。
121,大男人主義,(MALE CHAUVINISM),一手拇指伸直指尖向下，朝向小指伸直的另一手。
122,大約,(APPROXIMATELY),手在身前左右擺動，掌心向側邊。
123,大陸,(CHINA),雙手手指前後相疊上下搖動。
124,大象,(ELEPHANT),一手食指和姆指捏鼻，另一手拇指、小指伸直從其手臂中穿出繞圈動。
125,大量,(LARGE   AMOUNT),一手手心朝上，另一手在其上劃一弧狀。
126,大開眼界,(BROADEN HORIZON),雙手五指伸直從太陽穴處向左右兩側移動。
127,大廈_A,(BUILDING_A),雙手握拳一起往上移動並打開成五指張開 。
128,大廈_B,(BUILDING_B),一手併攏在另一手手心往上移動並打開成五指張開 。
129,大蒜_A,(GARLIC_A),一手五指捲曲放於另一手手肘處，接著雙手相拍如拍大蒜狀，最後以”臭”描述其特性。
130,大蒜_B,(GARLIC_B),手從口前向外動後，雙手相拍如拍大蒜狀。
131,大樓_A,(APARTMENT BUILDING_A),雙手握拳一起往上移動並打開成五指張開。
132,大樓_B,(APARTMENT BUILDING_B),一手併攏在另一手手心往上移動並打開成五指張開 。
133,大學,(COLLEGE),雙手食指伸直，在額頭前畫方帽狀。
134,女生,(FEMALE),小指伸直，左右輕搖。此手語打法與「女性」、「小姐」相同。
135,女同性戀,(LESBIAN),雙手小指相靠摩擦。
136,女兒,(DAUGHTER),一手姆指伸直，其餘四指包住另一手小指，小指抽出後搖動。
137,女性,(FEMALE),小指伸直，左右搖動。此手語打法與「女生」、「小姐」相同。
138,女性團體,(FEMALE GROUP),雙手小指伸直在胸前向內各畫半圈並相觸。
139,小,(LITTLE),一手比「二」，另一手食指伸直插入指縫。
140,小一,(FIRST GRADE),一手食指伸直，由另一手食指和中指間往外拉出。
141,小丑,(CLOWN),一手五指彎曲碰鼻。
142,小六,(SIXTH GRADE),一手食指伸直，由另一手食指和中指間往外拉出，姆指也同時伸直。
143,小心,(CAREFUL),雙手握拳，手腕交叉放身前，用力往內一拉。
144,小姐,(LADY),小指伸直，左右輕搖。此手語打法與「女性」、「女生」相同。
145,小孩,(CHILD),雙手手心向上，在肩上左右搖動。
146,小氣_A,(STINGY_A),小指在鼻邊重複彎動。
147,小氣_B,(STINGY_B),拇指及食指捏起，其餘伸直放在口前。
148,小偷,(THIEF),一手手心朝下，另一手食指彎曲從其下往內拉。打法同「偷竊」、「竊盜」。
149,小組,(GROUP),雙手指尖相觸，掌心向內，再分別往後畫半圓成掌根相觸。
150,小販,(VENDOR),雙手握拳，掌心相對，在腰旁往前推猶如推車狀。
151,小學一年級,(FIRST GRADE),一手食指伸直，由另一手食指和中指間往外拉出。
152,小學六年級,(SIXTH GRADE),一手食指伸直，由另一手食指和中指間往外拉出，姆指也同時伸直。
153,山,(MOUNTAIN),手在身前劃山狀。
154,山羊,(GOAT),雙手食指伸直先放於太陽穴處，再一手在下巴做摸鬍鬚狀。
155,山洞,(CAVE),一手四指彎曲和姆指成方形，掌心朝下；另一手姆伸直從其下方穿出。
156,川,(RIVER),食指、中指和無名指伸直，由上往下動模仿「川」字形。
157,工,(LABOR),一手食指捲曲，夾在另一手伸直的食指和中指中間。
158,工作,(WORK),雙手握拳，一手向下重複敲另一手。
159,工程師,(ENGINEER),工+計畫_A+師傅
160,工廠_A,(FACTORY_A),雙手姆指、食指和中指伸直，掌心相向交替繞圈。
161,工廠_B,(FACTORY_B),雙手五指伸直交叉 。
162,已經_A,(ALREADY_A),手向後往肩膀處移動。
163,已經_B,(ALREADY_B),以前+過
164,干涉,(INTERFERE),一手五指伸直張開，另一手五指伸直併攏，插入食指與中指的指縫。
165,才,(ONLY THEN),食指伸直，畫”才”字的最後一撇。
166,不,(NOT),五指伸直，掌心向外在身體前方搖動。
167,不一定,(INDEFINITE),雙手掌心上下相對，四指捲曲，重複上下相扣。
168,不一樣,(DIFFERENT),雙手食指和姆指指尖朝下捏起，轉成掌心向上且食指和姆指打開伸直。
169,不久,(IMMEDIATELY),雙手五指伸直，掌心相向，在身前迅速合掌。
170,不小心,(CARELESS),雙手握拳手腕交叉放身前，往外打開成五指伸直張開。
171,不介意,(NOT MIND),手從耳後向前一揮。
172,不分勝負_A,(EVEN_A),雙手姆指伸直在身前相對晃動。
173,不分勝負_B,(EVEN_B),雙手姆指伸直在身前用力一碰。
174,不及格,(FAIL),一手姆指伸直，另一手由其姆指上方壓下去。
175,不可以,(MAY NOT),食指伸直，在鼻前向下劃過。
176,不可能,(IMPOSSIBLE),食指在胸前重複由伸直彎起成捲曲。
177,不必,(DO NOT HAVE TO),雙手手指指尖相觸，向上拉起並合併成四指彎曲與姆指捏緊。
178,不用,(DO NOT NEED),雙手手指指尖相觸，向上拉起並合併成四指彎曲與姆指捏緊。
179,不同,(DIFFERENT),雙手食指和姆指指尖接觸成圈，其餘緊閉，由掌心向下轉成掌心向上，並且食指和姆指打開。
180,不在乎_A,(NOT CARE_A),手從耳後向前一揮。
181,不在乎_B,(NOT CARE_B),單手拇指、食指與中指伸直，掌心向外。食指輕點太陽穴後，手向側邊擺動。
182,不好,(NOT GOOD),五指捲曲捏起放於鼻前，向旁邊打開。
183,不好吃,(NOT DELICIOUS),吃+爛。
184,不好看,(BAD LOOKING),看+爛。
185,不好意思,(EMBARRASSED),手重複向下抓臉頰。
186,不行,(CAN'T),手握拳左右搖動。
187,不希罕,(NO BIG DEAL),姆指及中指指尖相碰其餘伸直，在鼻前向外打開成五指伸直。
188,不幸_A,(UNLUCKY_A),運氣+爛。
189,不幸_B,(UNLUCKY_B),運氣+不好。
190,不注意,(CARELESS),雙手握拳手腕交叉放身前，再往外伸，並打開手指。
191,不知不覺,(UNCONSCIOUSLY),食指碰太陽穴後往下移動同時將其他手指打開。
192,不知道_N,(DO NOT KNOW_N),五指伸直，指腹在胸前重複向上輕擦。
193,不知道_S,(DO NOT KNOW_S),手在胸前以指甲向下輕擦數次。
194,不肯,(NOT WILLING TO),手握拳，掌心向外，左右搖動。
195,不客氣,(MY PLEASURE),雙手重覆掌心向外推
196,不是,(NOT BE),食指及姆指伸直轉動。
197,不約而同_A,(HAVE THE SAME IDEA BY COINCIDENCE_A),雙手食指伸直先朝外同時快速轉成手心朝內。
198,不約而同_B,(HAVE THE SAME IDEA BY COINCIDENCE_B),雙手在胸前相碰合成五指彎曲且指尖接觸。
199,不要_N,(DO NOT WANT_N),食指和姆指捏喉嚨後，再向外打開。
200,不要_S,(DO NOT WANT_S),雙手指背相觸，再向前打開。
201,不要臉,(SHAMELESS),食指在臉頰重複向前畫 。
202,不屑,(DISDAIN (TO DO SOMETHING)),姆指及中指指尖相碰其餘伸直，在鼻前向外打開成五指伸直。
203,不能,(CAN NOT),手握拳，掌心朝外左右搖動。
204,不夠_A,(NOT ENOUGH_A),拇指和食指相觸成一圓圈，用手背打在另一掌心上後打開。
205,不夠_B,(NOT ENOUGH_B),夠_N+沒有
206,不夠_C,(NOT ENOUGH_C),手向下巴處移動合起收攏。
207,不清楚,(UNCLEAR),雙手掌心向內，一手在前，一手在後，雙手一前一後交錯移動，同時五指指尖相接合起。
208,不喜歡_N,(DISLIKE_N),食指和姆指指尖接觸成圈，從臉頰旁向外打開成五指伸直。
209,不喜歡_S,(DISLIKE_S),姆指和食指捏起在喉嚨處向外打開伸直。
210,不敢,(NOT DARE),手重複輕拍鼻子。
211,不敢吃,(NOT DARE TO EAT),吃+敵人。
212,不曾,(NEVER),姆指與中指捏起，其餘伸直在身前重複橫向轉動並打開成五指伸直。
213,不會_N,(UNABLE_N),一手拍另一手手背往內擦。
214,不會_S,(UNABLE_S),不+會_S
215,不過,(BUT),手掌心向外，轉成掌心向內。
216,不對,(INCORRECT),雙手食指伸直，上下相對，上食指往下碰另一手食指後往外擦出。
217,不管,(DISREGARD),手掌心朝下，由肩膀處往外劃出。
218,不認識,(UNFAMILIAR),四指彎曲且指背貼於臉頰，向前打開成五指伸直。
219,不曉得_N,(DON'T KNOW_N),五指伸直，指腹在胸前重複向上輕擦。
220,不曉得_S,(DON'T KNOW_S),五指伸直，指甲在胸前重複向下輕擦。
221,不謀而合_A,(TACIT UNDERSTANDING_A),雙手食指伸直先朝外同時快速轉成手心朝內。
222,不謀而合_B,(TACIT UNDERSTANDING_B),雙手在胸前相碰合成五指彎曲且指尖接觸。
223,不錯,(NOT BAD),姆指和小指伸直，前後搖動。
224,不懂_N,(DON'T KNOW_N),五指伸直，指腹在胸前重複向上輕擦。
225,不懂_S,(DON'T KNOW_S),五指伸直，指甲在胸前重複向下輕擦。
226,中_A,(MIDDLE_A),一手姆指、食指彎曲，另一手食指伸直放其上成”中”字形。
227,中_B,(MIDDLE_B),食指伸直放於口前 。
228,中午,(NOON),食指和中指向上伸直，擺在額頭中間。
229,中毒,(POISONED),一手五指張開中指彎曲，中指用力觸另一手手心。
230,中秋節,(MID-AUTUMN FESTIVAL),中_A+日出+號碼_A
231,中美洲,(CENTRAL AMERICA),中_A+美國+州
232,中風,(APOPLEXY),兩手於身前僵直，作中風狀
233,中國,(CHINA),雙手手指前後相疊上下搖動。
234,中壢_A,(ZHONLI_A (PLACE NAME)),中_A+歷史。
235,中壢_B,(ZHONLI_B (PLACE NAME)),先打「中_A」，食指伸直的手轉變成拇指與小指伸直。
236,丹麥,(DENMARK),麥_A+國
237,之前,(BEFOREHAND),一手在身前，掌心朝右，另一手五指捲曲沿著其手心往後拉。
238,互相,(MUTUAL),雙手交替拍，掌心朝下。
239,五_A,(FIVE_A),姆指伸直橫放於身前。
240,五_B,(FIVE_B),五指伸直放於身前。
241,五十,(FIFTY),姆指捲曲，其餘握緊。
242,五毛錢,(FIFTY CENTS),姆指捲曲放在口前，嘴吹氣。
243,仁,(BENEVOLENCE),一手拇指食指伸直食指向下，另一手食指中指伸直橫放，呈「仁」字形
244,什麼,(WHAT),食指向上伸直左右幌動。
245,仍然,(STILL),手從肩膀後方往前轉成掌心向外
246,今天,(TODAY),兩手掌心向下，向下一放。
247,介入,(INTERFERE),一手五指伸直張開，另一手五指伸直併攏插入食指與中指間指縫。
248,介紹,(INTRODUCE),一手姆指和食指伸直，另一手食指和中指伸直，兩手組合成”介”字形。
249,元旦,(NEW YEAR'S DAY),雙手食指伸直，一上一下橫放於胸前，同時往內一轉。
250,元宵節,(LANTERN FESTIVAL),提燈+節
251,允許,(WILLING),手握拳朝下重複點數次。
252,內,(IN),一手掌心朝內放於身前，另一手五指捲曲向下動。
253,內行_A,(EXPERIENCED_A),做+師傅
254,內行_B,(EXPERIENCED_B),技術+師傅
255,六,(SIX),姆指、食指伸直，放於身前。
256,六十,(SIXTY),姆指、食指捲曲，其餘握緊，掌心向外。
257,公,(PUBLIC),一手食指和姆指伸直，指尖向下；另一手食指和姆指指尖相觸成圈置其凹口之下，組合成「公」字。
258,公司,(COMPANY),一手姆指和食指伸直，另一手姆指和食指指尖捏起，向下打開伸直。
259,公共汽車_A,(BUS_A),公+車_A_N。
260,公務員_A,(PUBLIC SERVANT_A),公+家_A+男
261,公務員_B,(PUBLIC SERVANT_B),公+寫字+男
262,公費,(PUBLIC EXPENSE),一手姆指及食指伸直不動， 另一手姆指及食指捏緊在兩指中間向外拉。
263,公園,(PARK),雙手食指和姆指伸直相對並前後擺動。
264,公路局,(FREEWAY BUREAU),五指彎曲併攏朝後放於頭側。
265,分,(SEPARATE),雙手掌心向上，指背相靠再拉開。此打法與「分手」、「分別」、「分開」相同。
266,分手,(BREAK UP),雙手掌心向上，指背相靠再拉開。此打法與「分」、「分別」、「分開」相同。
267,分支機關,(BRANCH),一手五指微彎向下，一手五指捏緊重複向外拉。
268,分別,(SEPARATE),雙手掌心向上，指背相靠再拉開。此打法與「分」、「分手」、「分開」相同。
269,分配,(DISTRIBUTE),雙手五指捲曲併攏， 掌心向上，輪流向外動。
270,分期付款,(INSTALLMENT PAYMENTS),一手拇指食指接觸成圈，其餘三指伸直；在另一伸直食指上，重複向外轉動，同時拇指與食指打開。

271,分發,(DISTRIBUTE),雙手五指彎曲，一手不動，另一手重複向外動做發東西狀。
272,分開,(SEPARATE),雙手掌心向上，指背相靠再拉開。此打法與「分」、「分手」、「分別」相同。
273,勾引,(ATTRACT),一手姆指伸直，另一手食指伸直指向伸直的姆指，同時向內一動。
274,升級,(UPGRADING),一手五指伸直掌心向內，另一手掌心向上在指間以圓弧狀往上移動。
275,升旗,(RAISE A FLAG),一手食指伸直不動，另一手五指伸直在其指背往上移動。
276,及格,(PASS),一手掌心向上，另一手姆指伸直擊掌心後向上拉起。
277,反,(ANTI-),雙手指背相靠。
278,反省,(INTROSPECTION),一手食指和中指彎曲，掌心朝內，在另一手拇指伸直的手背前重複繞圈。
279,反覆_A,(CONTRADICT ONESELF_A),一手伸直在另一手手心重複翻來翻去 。
280,反覆_B,(CONTRADICT ONESELF_B),食指和中指伸直，在口前重複翻轉。
281,天,(SKY),五指伸直，從身體前方高處劃過。
282,天主教,(CATHOLICISM),指尖依序觸額、胸、左肩、右肩。
283,天空,(SKY),五指伸直，從身體前方高處劃過。
284,天花板,(CEILING),一手五指伸直併攏斜放於身體前不動，另一手五指伸直併攏手心朝下自其手腕處橫向移動。
285,天然,(NATURAL),食指點胸後往外打開成五指張開 。打法與「自然」相同。
286,太太,(WIFE),結婚+女生。
287,太陽,(SUN),五指指尖相接，從高處向下打開。
288,孔,(KUNG (SURNAMR)),雙手五指併攏、上下交疊，由下巴往下拉，做摸鬍子狀。
289,孔雀,(PEACOCK),一手姆指伸直不動，另一手五指伸直在其指背處轉一圈。
290,少,(FEW),拇指與小指重複彈開。
291,少年,(YOUTH),五指併攏在臉前向旁打開。
292,少囉唆,(NOT YOUR BUSINESS),長舌_A＋剪
293,尺,(RULER),一手握拳，手臂伸直向上，掌心朝後，另一手食指伸直，由其手腕處畫半圓到手肘處。
294,巴黎,(PARIS),五指伸直，指尖從胸前向下劃。雙手食指中指伸直併攏自兩側往上動至相碰。
295,引誘,(ATTRACT),一手姆指伸直，另一手食指伸直指向伸直的姆指，同時向內一動。
296,心_A,(HEART_A),雙手食指和姆指伸直，兩手指尖相接，放於胸前。
297,心_B,(HEART_B),食指直接點在心臟處。
298,心寬,(MAGNANIMOUS),雙手五指伸直併攏手心相對，在心處往左右拉開。
299,手,(HAND),食指指向另一手背。
300,手帕,(HANDKERCHIEF),一手五指伸直併攏重複擦口處 。
301,手術,(OPERATION),雙手食指和中指伸直併攏，做開刀狀 。
302,手電筒,(FLASHLIGHT),一手抓住另一手手腕處，被抓的那手從握拳張開成五指伸直。
303,手語,(SIGN LANGUAGE),雙手在身前相互轉圈圈。
304,手語名字,(NAMESIGN),手繞臉一圈，指背貼臉頰。
305,手錶,(WATCH),一手食指和姆指指尖相觸成圈形，其餘伸直，並將此手放在另一手手腕上。
306,支持,(SUPPORT),一手姆指伸直不動，另一手將其向外推開。
307,文,(WRITING),雙手虎口相碰。
308,文化,(CULTURE),雙手虎口相碰兩次，第二次時，兩手對調上下的位置。
309,文明,(CIVILIZATION),文化+進步
310,文盲,(ILLITERATE),五指伸直置於頭部上方向前煽動一次。
311,文雅,(ELEGANT),五指彎曲且姆指與其他四指相對成平行狀在口前往旁移動。
312,方,(FANG (SURNAME)),五指捲曲，掌心朝另一側放於身前。
313,日,(DAY),食指伸直，橫放在牙齒前。
314,日出,(SUNRISE),一手姆指及食指彎曲，置於另一手掌心朝下的手臂外側，由下往上動。


315,日本,(JAPAN),雙手食指和姆指伸直，掌心相對，雙手指尖相觸再拉開成姆指和食指捲曲，指尖相觸成圈。
316,日光燈,(FLUORESCENT LAMPS),白+管子+燈。
317,日期,(WHAT DATE),兩手一上一下，分別打”多少”。
318,日落,(SUNSET),一手姆指及食指彎曲，在另一手掌心朝下的手臂外側，由上往下移動。

319,日曆,(CALENDAR),雙手合掌後，指向上，一手再往上翻成掌心向下多次。
320,月,(MONTH),姆指和食指指尖接觸其餘握緊，向下打開畫弦月形再指尖接觸。
321,月亮,(MOON),姆指和食指指尖接觸，打開畫弦月形再指尖接觸。
322,木,(WOOD),雙手握拳，掌心相對，在手腕處相交叉並做圓狀的摩擦。
323,木瓜,(PAPAYA),一手直立，另一手四指彎曲輕拍其手腕一圈。
324,木匠,(CARPENTER),刨木頭+師傅
325,木頭,(WOOD),雙手握拳，掌心相對，在手腕處相交叉並做圓狀的摩擦。
326,欠,(OWE),食指伸直，中指彎曲，姆指尖壓於中指上，手往內拉。
327,欠債,(IN DEBT),錢+欠。
328,止,(STOP),一手用力放在另一手掌心上。
329,比較,(COMPARE),雙手食指伸直向上，掌心朝內，在胸前上下交替擺動。
330,比賽,(COMPETE),雙手姆指伸直向上，掌心相對，在胸前輪流上下移動。
331,毛_A,(MAO(SURNAME)),姆指和食指指尖相觸成圈，其餘伸直，掌心向內橫放；另一手食指從其中指往下再往右移動，組合成「毛」字。

332,毛_B,(HAIR_A),一手輕抓另一手的前手臂手毛處。
333,毛_C,(HAIR_B),一手抓另一手的小指後合起成五指彎曲且指尖接觸。
334,毛毯,(CARPET),一手手心朝下，另一手五指捲曲在其手背轉動。
335,毛筆,(WRITING BRUSH),一手姆指和小指伸直，另一手五指重複摸其小指。
336,水_N,(WATER_N),五指伸直重複向下甩。
337,水_S,(WATER_S),五指伸直在耳旁前後搖動。
338,水性楊花,(WANTON),一手拇指伸直，另一食指中指伸直在其內側對其轉動，同時兩手由一側移向另一側。
339,水果,(FRUIT),五指彎曲在臉頰旁重複繞圓。
340,水準,(DEGREE),雙手食指伸直且成垂直，一指在另一指指背上重複上下摩擦。
341,水餃,(DUMPLING),一手五指捏緊掌心朝上，另一手在其上重複捏起如包餃子狀。
342,火,(FIRE),雙手張開，掌心朝上，在胸前交替向外繞圈。
343,火大_A,(ANGRY_A),雙手食指伸直向上，掌心朝外，在太陽穴旁(重複)往上伸。
344,火大_B,(ANGRY_B),雙手四指捲曲，掌心向內，由下而上劃過身體的兩邊。
345,火車_N,(TRAIN (RAILWAY)_N),一手指向前橫放，另一手食指和中指伸直併攏，在其掌心旁，重複在原處繞圈。
346,火車_S,(TRAIN (RAILWAY)_S),一手臂伸出，橫放身前；另一手掌心向內，沿其手臂，往前移動。
347,火柴,(MATCH),一手姆指及食指捏起不動， 另一手姆指及食指捏起重複向前劃。
348,火速_N,(FAST_N),姆指及食指伸直往上動。
349,火速_S,(FAST_S),姆指及食指捏住彈開成姆指伸直。
